Summary,Issue Type,Status,Project key,Project name,Priority,Assignee,Reporter,Creator,Component/s,Custom field (Bộ phận phản ánh),Custom field (Ghi chú (Mô tả vấn đề)),Custom field (Kênh hỗ trợ),Custom field (Loại hỗ trợ),Custom field (Loại lỗi),Custom field (Severity),Custom field (Thêm labels),Custom field (Độ khó),Custom field (Phân loại yêu cầu)
"Oracle MySQL Server <= 8.0.39, 8.1 <= 8.4.2, 9.0 <= 9.0.1 Security Update (cpuoct2024) - Windows",Vấn đề của khách hàng,Chờ xử lý,SRE,,Thấp,B06-0238,B-1001,,,TT PTPM,"Kính gửi Phòng QTHT,
Qua kết quả đánh giá an ninh TTDL Quý 2 năm 2025, Ban ANTT ghi nhận lỗ hổng có thông tin như sau:
	- Name: Oracle MySQL Server <= 8.0.39, 8.1 <= 8.4.2, 9.0 <= 9.0.1 Security Update (cpuoct2024) - Windows
	- CVSS: CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H - 6.5
	- Related CVE: ['CVE-2024-21203', 'CVE-2024-6119', 'CVE-2024-21219', 'CVE-2024-5535', 'CVE-2024-21198', 'CVE-2024-21239', 'CVE-2024-21236', 'CVE-2024-21231', 'CVE-2024-21218', 'CVE-2024-21213', 'CVE-2024-21199', 'CVE-2024-21193', 'CVE-2024-21194', 'CVE-2024-21241', 'CVE-2024-21196', 'CVE-2024-21201', 'CVE-2024-7264', 'CVE-2024-21197', 'CVE-2024-21230', 'CVE-2024-21237']
	- Severity: Medium
	- Description: Oracle MySQL Server is prone to multiple vulnerabilities.  
Affected Software/OS: Oracle MySQL Server version 8.0.39 and prior, 8.1 through 8.4.2 and 9.0 through 9.0.1.
	- 
	- Affected OS detected: Microsoft Windows
	- Affected services/hosts:
\t\t+ mysql: 3306/tcp - 10.64.136.9 - dn-db-ksc-03.misaonline.local
\t\t+ mysql: 3306/tcp - 172.16.193.8 - dn-db-ksc-02.misaonline.local
	- Resolution: Update to version 8.0.40, 8.4.3, 9.0.2 or later.
Trân trọng!",Khối sản xuất,Lỗi phần mềm,Lỗi an ninh,Medium,,Trung bình,Bảo mật
"Oracle MySQL Server <= 5.7.42, 8.x <= 8.0.33 Security Update (cpujul2023) - Windows",Vấn đề của khách hàng,Chờ xử lý,SRE,,Thấp,B06-0238,B-1001,,,TT PTPM,"Kính gửi Phòng QTHT,
Qua kết quả đánh giá an ninh TTDL Quý 2 năm 2025, Ban ANTT ghi nhận lỗ hổng có thông tin như sau:
	- Name: Oracle MySQL Server <= 5.7.42, 8.x <= 8.0.33 Security Update (cpujul2023) - Windows
	- CVSS: CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:L/I:N/A:H - 5.9
	- Related CVE: ['CVE-2023-22053']
	- Severity: Medium
	- Description: Oracle MySQL Server is prone to a unspecified vulnerability.  
Affected Software/OS: Oracle MySQL Server version 5.7.42 and prior and 8.x through 8.0.33.
	- 
	- Affected OS detected: Microsoft Windows
	- Affected services/hosts:
\t\t+ mysql: 3306/tcp - 10.64.136.9 - dn-db-ksc-03.misaonline.local
\t\t+ mysql: 3306/tcp - 172.16.193.8 - dn-db-ksc-02.misaonline.local
	- Resolution: Update to version 5.7.43, 8.0.34 or later.
Trân trọng!",Khối sản xuất,Lỗi phần mềm,Lỗi an ninh,Medium,,Trung bình,Bảo mật
Oracle MySQL Server <= 5.7.39 / 8.0 <= 8.0.30 Security Update (cpuoct2022) - Windows,Vấn đề của khách hàng,Chờ xử lý,SRE,,Thấp,B06-0238,B-1001,,,TT PTPM,"Kính gửi Phòng QTHT,
Qua kết quả đánh giá an ninh TTDL Quý 2 năm 2025, Ban ANTT ghi nhận lỗ hổng có thông tin như sau:
	- Name: Oracle MySQL Server <= 5.7.39 / 8.0 <= 8.0.30 Security Update (cpuoct2022) - Windows
	- CVSS: CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N - 5.3
	- Related CVE: ['CVE-2022-2097', 'CVE-2022-21617', 'CVE-2022-21608']
	- Severity: Medium
	- Description: Oracle MySQL Server is prone to multiple vulnerabilities.  
Affected Software/OS: Oracle MySQL Server version 5.7.39 and prior and 8.0 through 8.0.30.
	- 
	- Affected OS detected: Microsoft Windows
	- Affected services/hosts:
\t\t+ mysql: 3306/tcp - 10.64.136.9 - dn-db-ksc-03.misaonline.local
\t\t+ mysql: 3306/tcp - 172.16.193.8 - dn-db-ksc-02.misaonline.local
	- Resolution: Update to version 5.7.40, 8.0.31 or later.
Trân trọng!",Khối sản xuất,Lỗi phần mềm,Lỗi an ninh,Medium,,Trung bình,Bảo mật
"Oracle MySQL Server <= 8.0.39, 8.1 <= 8.4.1, 9.0 <= 9.0.1 Security Update (cpuoct2024) - Windows",Vấn đề của khách hàng,Chờ xử lý,SRE,,Thấp,B06-0238,B-1001,,,TT PTPM,"Kính gửi Phòng QTHT,
Qua kết quả đánh giá an ninh TTDL Quý 2 năm 2025, Ban ANTT ghi nhận lỗ hổng có thông tin như sau:
	- Name: Oracle MySQL Server <= 8.0.39, 8.1 <= 8.4.1, 9.0 <= 9.0.1 Security Update (cpuoct2024) - Windows
	- CVSS: CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:N/I:N/A:H - 5.3
	- Related CVE: ['CVE-2024-21238']
	- Severity: Medium
	- Description: Oracle MySQL Server is prone to a denial of service (DoS) vulnerability.  
Affected Software/OS: Oracle MySQL Server version 8.0.39 and prior, 8.1 through 8.4.1 and 9.0 through 9.0.1.
	- 
	- Affected OS detected: Microsoft Windows
	- Affected services/hosts:
\t\t+ mysql: 3306/tcp - 10.64.136.9 - dn-db-ksc-03.misaonline.local
\t\t+ mysql: 3306/tcp - 172.16.193.8 - dn-db-ksc-02.misaonline.local
	- Resolution: Update to version 8.0.40, 8.4.2, 9.0.2 or later.
Trân trọng!",Khối sản xuất,Lỗi phần mềm,Lỗi an ninh,Medium,,Trung bình,Bảo mật
Oracle MySQL Server <= 8.0.35 Security Update (cpuoct2024) - Windows,Vấn đề của khách hàng,Chờ xử lý,SRE,,Thấp,B06-0238,B-1001,,,TT PTPM,"Kính gửi Phòng QTHT,
Qua kết quả đánh giá an ninh TTDL Quý 2 năm 2025, Ban ANTT ghi nhận lỗ hổng có thông tin như sau:
	- Name: Oracle MySQL Server <= 8.0.35 Security Update (cpuoct2024) - Windows
	- CVSS: CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H - 4.9
	- Related CVE: ['CVE-2024-21200']
	- Severity: Medium
	- Description: Oracle MySQL Server is prone to a denial of service (DoS) vulnerability.  
Affected Software/OS: Oracle MySQL Server version 8.0.35 and prior.
	- 
	- Affected OS detected: Microsoft Windows
	- Affected services/hosts:
\t\t+ mysql: 3306/tcp - 10.64.136.9 - dn-db-ksc-03.misaonline.local
\t\t+ mysql: 3306/tcp - 172.16.193.8 - dn-db-ksc-02.misaonline.local
	- Resolution: Update to version 8.0.36 or later.
Trân trọng!",Khối sản xuất,Lỗi phần mềm,Lỗi an ninh,Medium,,Trung bình,Bảo mật
"Oracle MySQL Server <= 5.7.43, 8.x <= 8.0.31 Security Update (cpuoct2023) - Windows",Vấn đề của khách hàng,Chờ xử lý,SRE,,Thấp,B06-0238,B-1001,,,TT PTPM,"Kính gửi Phòng QTHT,
Qua kết quả đánh giá an ninh TTDL Quý 2 năm 2025, Ban ANTT ghi nhận lỗ hổng có thông tin như sau:
	- Name: Oracle MySQL Server <= 5.7.43, 8.x <= 8.0.31 Security Update (cpuoct2023) - Windows
	- CVSS: CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H - 4.9
	- Related CVE: ['CVE-2023-22028']
	- Severity: Medium
	- Description: Oracle MySQL Server is prone to denial of service (DoS) vulnerability.  
Affected Software/OS: Oracle MySQL Server version 5.7.43 and prior and 8.x through 8.0.31.
	- 
	- Affected OS detected: Microsoft Windows
	- Affected services/hosts:
\t\t+ mysql: 3306/tcp - 10.64.136.9 - dn-db-ksc-03.misaonline.local
\t\t+ mysql: 3306/tcp - 172.16.193.8 - dn-db-ksc-02.misaonline.local
	- Resolution: Update to version 5.7.44, 8.0.32 or later.
Trân trọng!",Khối sản xuất,Lỗi phần mềm,Lỗi an ninh,Medium,,Trung bình,Bảo mật
Oracle MySQL Server <= 5.7.40 Security Update (cpujan2023) - Windows,Vấn đề của khách hàng,Chờ xử lý,SRE,,Thấp,B06-0238,B-1001,,,TT PTPM,"Kính gửi Phòng QTHT,
Qua kết quả đánh giá an ninh TTDL Quý 2 năm 2025, Ban ANTT ghi nhận lỗ hổng có thông tin như sau:
	- Name: Oracle MySQL Server <= 5.7.40 Security Update (cpujan2023) - Windows
	- CVSS: CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H - 4.9
	- Related CVE: ['CVE-2023-21840']
	- Severity: Medium
	- Description: Oracle MySQL Server is prone to a denial of service (DoS) vulnerability.  
Affected Software/OS: Oracle MySQL Server version 5.7.40 and prior.
	- 
	- Affected OS detected: Microsoft Windows
	- Affected services/hosts:
\t\t+ mysql: 3306/tcp - 10.64.136.9 - dn-db-ksc-03.misaonline.local
\t\t+ mysql: 3306/tcp - 172.16.193.8 - dn-db-ksc-02.misaonline.local
	- Resolution: Update to version 5.7.41 or later.
Trân trọng!",Khối sản xuất,Lỗi phần mềm,Lỗi an ninh,Medium,,Trung bình,Bảo mật
"Oracle MySQL Server <= 5.7.41, 8.x <= 8.0.32 Security Update (cpujul2023) - Windows",Vấn đề của khách hàng,Chờ xử lý,SRE,,Thấp,B06-0238,B-1001,,,TT PTPM,"Kính gửi Phòng QTHT,
Qua kết quả đánh giá an ninh TTDL Quý 2 năm 2025, Ban ANTT ghi nhận lỗ hổng có thông tin như sau:
	- Name: Oracle MySQL Server <= 5.7.41, 8.x <= 8.0.32 Security Update (cpujul2023) - Windows
	- CVSS: CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H - 4.9
	- Related CVE: ['CVE-2023-22007']
	- Severity: Medium
	- Description: Oracle MySQL Server is prone to a denial of service (DoS) vulnerability.  
Affected Software/OS: Oracle MySQL Server version 5.7.41 and prior and 8.x through 8.0.32.
	- 
	- Affected OS detected: Microsoft Windows
	- Affected services/hosts:
\t\t+ mysql: 3306/tcp - 10.64.136.9 - dn-db-ksc-03.misaonline.local
\t\t+ mysql: 3306/tcp - 172.16.193.8 - dn-db-ksc-02.misaonline.local
	- Resolution: Update to version 5.7.42, 8.0.33 or later.
Trân trọng!",Khối sản xuất,Lỗi phần mềm,Lỗi an ninh,Medium,,Trung bình,Bảo mật
"Oracle MySQL Server <= 5.7.42, 8.x <= 8.0.31 Security Update (cpuoct2023) - Windows",Vấn đề của khách hàng,Chờ xử lý,SRE,,Thấp,B06-0238,B-1001,,,TT PTPM,"Kính gửi Phòng QTHT,
Qua kết quả đánh giá an ninh TTDL Quý 2 năm 2025, Ban ANTT ghi nhận lỗ hổng có thông tin như sau:
	- Name: Oracle MySQL Server <= 5.7.42, 8.x <= 8.0.31 Security Update (cpuoct2023) - Windows
	- CVSS: CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H - 4.9
	- Related CVE: ['CVE-2023-22026', 'CVE-2023-22015']
	- Severity: Medium
	- Description: Oracle MySQL Server is prone to multiple vulnerabilities.  
Affected Software/OS: Oracle MySQL Server version 5.7.42 and prior and 8.x through 8.0.31.
	- 
	- Affected OS detected: Microsoft Windows
	- Affected services/hosts:
\t\t+ mysql: 3306/tcp - 10.64.136.9 - dn-db-ksc-03.misaonline.local
\t\t+ mysql: 3306/tcp - 172.16.193.8 - dn-db-ksc-02.misaonline.local
	- Resolution: Update to version 5.7.43, 8.0.32 or later.
Trân trọng!",Khối sản xuất,Lỗi phần mềm,Lỗi an ninh,Medium,,Trung bình,Bảo mật
"Oracle MySQL Server <= 8.0.38, 8.1 <= 8.4.1, 9.0 <= 9.0.1 Security Update (cpuoct2024) - Windows",Vấn đề của khách hàng,Chờ xử lý,SRE,,Thấp,B06-0238,B-1001,,,TT PTPM,"Kính gửi Phòng QTHT,
Qua kết quả đánh giá an ninh TTDL Quý 2 năm 2025, Ban ANTT ghi nhận lỗ hổng có thông tin như sau:
	- Name: Oracle MySQL Server <= 8.0.38, 8.1 <= 8.4.1, 9.0 <= 9.0.1 Security Update (cpuoct2024) - Windows
	- CVSS: CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H - 4.9
	- Related CVE: ['CVE-2024-21207']
	- Severity: Medium
	- Description: Oracle MySQL Server is prone to a denial of service (DoS) vulnerability.  
Affected Software/OS: Oracle MySQL Server version 8.0.38 and prior, 8.1 through 8.4.1 and 9.0 through 9.0.1.
	- 
	- Affected OS detected: Microsoft Windows
	- Affected services/hosts:
\t\t+ mysql: 3306/tcp - 10.64.136.9 - dn-db-ksc-03.misaonline.local
\t\t+ mysql: 3306/tcp - 172.16.193.8 - dn-db-ksc-02.misaonline.local
	- Resolution: Update to version 8.0.39, 8.4.2, 9.0.2 or later.
Trân trọng!",Khối sản xuất,Lỗi phần mềm,Lỗi an ninh,Medium,,Trung bình,Bảo mật
Oracle MySQL Server <= 5.7.36 / 8.0 <= 8.0.27 Security Update (cpuoct2022) - Windows,Vấn đề của khách hàng,Chờ xử lý,SRE,,Thấp,B06-0238,B-1001,,,TT PTPM,"Kính gửi Phòng QTHT,
Qua kết quả đánh giá an ninh TTDL Quý 2 năm 2025, Ban ANTT ghi nhận lỗ hổng có thông tin như sau:
	- Name: Oracle MySQL Server <= 5.7.36 / 8.0 <= 8.0.27 Security Update (cpuoct2022) - Windows
	- CVSS: CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:U/C:N/I:N/A:H - 4.4
	- Related CVE: ['CVE-2022-21595']
	- Severity: Medium
	- Description: Oracle MySQL Server is prone to a denial of service (DoS) vulnerability.  
Affected Software/OS: Oracle MySQL Server version 5.7.36 and prior and 8.0 through 8.0.27.
	- 
	- Affected OS detected: Microsoft Windows
	- Affected services/hosts:
\t\t+ mysql: 3306/tcp - 10.64.136.9 - dn-db-ksc-03.misaonline.local
\t\t+ mysql: 3306/tcp - 172.16.193.8 - dn-db-ksc-02.misaonline.local
	- Resolution: Update to version 5.7.37, 8.0.28 or later.
Trân trọng!",Khối sản xuất,Lỗi phần mềm,Lỗi an ninh,Medium,,Trung bình,Bảo mật
"Oracle MySQL Server <= 8.0.39, 8.1 <= 8.4.0 Security Update (cpuoct2024) - Windows",Vấn đề của khách hàng,Chờ xử lý,SRE,,Thấp,B06-0238,B-1001,,,TT PTPM,"Kính gửi Phòng QTHT,
Qua kết quả đánh giá an ninh TTDL Quý 2 năm 2025, Ban ANTT ghi nhận lỗ hổng có thông tin như sau:
	- Name: Oracle MySQL Server <= 8.0.39, 8.1 <= 8.4.0 Security Update (cpuoct2024) - Windows
	- CVSS: CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:U/C:N/I:N/A:H - 4.4
	- Related CVE: ['CVE-2024-21212']
	- Severity: Medium
	- Description: Oracle MySQL Server is prone to a denial of service (DoS) vulnerability.  
Affected Software/OS: Oracle MySQL Server version 8.0.39 and prior and 8.1 through 8.4.0.
	- 
	- Affected OS detected: Microsoft Windows
	- Affected services/hosts:
\t\t+ mysql: 3306/tcp - 10.64.136.9 - dn-db-ksc-03.misaonline.local
\t\t+ mysql: 3306/tcp - 172.16.193.8 - dn-db-ksc-02.misaonline.local
	- Resolution: Update to version 8.0.40, 8.4.1 or later.
Trân trọng!",Khối sản xuất,Lỗi phần mềm,Lỗi an ninh,Medium,,Trung bình,Bảo mật
Oracle MySQL Server <= 5.7.39 / 8.0 <= 8.0.16 Security Update (cpuoct2022) - Windows,Vấn đề của khách hàng,Chờ xử lý,SRE,,Thấp,B06-0238,B-1001,,,TT PTPM,"Kính gửi Phòng QTHT,
Qua kết quả đánh giá an ninh TTDL Quý 2 năm 2025, Ban ANTT ghi nhận lỗ hổng có thông tin như sau:
	- Name: Oracle MySQL Server <= 5.7.39 / 8.0 <= 8.0.16 Security Update (cpuoct2022) - Windows
	- CVSS: CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N - 4.3
	- Related CVE: ['CVE-2022-21589']
	- Severity: Medium
	- Description: Oracle MySQL Server is prone to an information disclosure vulnerability.  
Affected Software/OS: Oracle MySQL Server version 5.7.39 and prior and 8.0 through 8.0.16.
	- 
	- Affected OS detected: Microsoft Windows
	- Affected services/hosts:
\t\t+ mysql: 3306/tcp - 10.64.136.9 - dn-db-ksc-03.misaonline.local
\t\t+ mysql: 3306/tcp - 172.16.193.8 - dn-db-ksc-02.misaonline.local
	- Resolution: Update to version 5.7.40, 8.0.17 or later.
Trân trọng!",Khối sản xuất,Lỗi phần mềm,Lỗi an ninh,Medium,,Trung bình,Bảo mật
Oracle MySQL Server <= 5.7.39 / 8.0 <= 8.0.29 Security Update (cpuoct2022) - Windows,Vấn đề của khách hàng,Chờ xử lý,SRE,,Thấp,B06-0238,B-1001,,,TT PTPM,"Kính gửi Phòng QTHT,
Qua kết quả đánh giá an ninh TTDL Quý 2 năm 2025, Ban ANTT ghi nhận lỗ hổng có thông tin như sau:
	- Name: Oracle MySQL Server <= 5.7.39 / 8.0 <= 8.0.29 Security Update (cpuoct2022) - Windows
	- CVSS: CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N - 4.3
	- Related CVE: ['CVE-2022-21592']
	- Severity: Medium
	- Description: Oracle MySQL Server is prone to an information disclosure vulnerability.  
Affected Software/OS: Oracle MySQL Server version 5.7.39 and prior and 8.0 through 8.0.29.
	- 
	- Affected OS detected: Microsoft Windows
	- Affected services/hosts:
\t\t+ mysql: 3306/tcp - 10.64.136.9 - dn-db-ksc-03.misaonline.local
\t\t+ mysql: 3306/tcp - 172.16.193.8 - dn-db-ksc-02.misaonline.local
	- Resolution: Update to version 5.7.40, 8.0.30 or later.
Trân trọng!",Khối sản xuất,Lỗi phần mềm,Lỗi an ninh,Medium,,Trung bình,Bảo mật
MongoDB Log Spoofing Vulnerability (SERVER-50605),Vấn đề của khách hàng,Chờ xử lý,SRE,,Thấp,B06-0238,B-1001,,,TT PTPM,"Kính gửi Phòng QTHT,
Qua kết quả đánh giá an ninh TTDL Quý 2 năm 2025, Ban ANTT ghi nhận lỗ hổng có thông tin như sau:
	- Name: MongoDB Log Spoofing Vulnerability (SERVER-50605)
	- CVSS: CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N - 5.3
	- Related CVE: ['CVE-2021-20333']
	- Severity: Medium
	- Description: MongoDB is prone to a log spoofing vulnerability. Sending specially crafted commands to a MongoDB Server may result in artificial log entries being generated or for log entries to be split. 
Affected Software/OS: MongoDB version 3.6.x through 3.6.20, 4.0.x through 4.0.21 and 4.2.x through 4.2.10.
	- 
	- Affected OS detected: Linux Kernel
	- Affected services/hosts:
\t\t+ mongodb: 27017/tcp - 172.16.194.26 - hcsnp-db-01.misaonline.local
	- Resolution: Update to version 3.6.21, 4.0.22, 4.2.11 or later.
Trân trọng!",Khối sản xuất,Lỗi phần mềm,Lỗi an ninh,Medium,,Trung bình,Bảo mật
MongoDB Log Spoofing Vulnerability (SERVER-50605),Vấn đề của khách hàng,Chờ xử lý,ME,,Thấp,B06-0307,B-1001,,,TT PTPM,"Kính gửi Phòng QTHT,
Qua kết quả đánh giá an ninh TTDL Quý 2 năm 2025, Ban ANTT ghi nhận lỗ hổng có thông tin như sau:
	- Name: MongoDB Log Spoofing Vulnerability (SERVER-50605)
	- CVSS: CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N - 5.3
	- Related CVE: ['CVE-2021-20333']
	- Severity: Medium
	- Description: MongoDB is prone to a log spoofing vulnerability. Sending specially crafted commands to a MongoDB Server may result in artificial log entries being generated or for log entries to be split. 
Affected Software/OS: MongoDB version 3.6.x through 3.6.20, 4.0.x through 4.0.21 and 4.2.x through 4.2.10.
	- 
	- Affected OS detected: Linux Kernel
	- Affected services/hosts:
\t\t+ mongodb: 27017/tcp - 172.16.193.55 - inv-db-08.misaonline.local
\t\t+ mongodb: 27017/tcp - 172.16.193.53 - inv-db-06.misaonline.local
\t\t+ mongodb: 27017/tcp - 172.16.193.52 - inv-db-05.misaonline.local
\t\t+ mongodb: 27017/tcp - 172.16.193.51 - inv-db-04.misaonline.local
\t\t+ mongodb: 27017/tcp - 172.16.193.56 - inv-db-09.misaonline.local
	- Resolution: Update to version 3.6.21, 4.0.22, 4.2.11 or later.
Trân trọng!",Khối sản xuất,Lỗi phần mềm,Lỗi an ninh,Medium,,Trung bình,Bảo mật
MongoDB Log Spoofing Vulnerability (SERVER-50605),Vấn đề của khách hàng,Chờ xử lý,MAKT,,Thấp,B06-0414,B-1001,,,TT PTPM,"Kính gửi Phòng QTHT,
Qua kết quả đánh giá an ninh TTDL Quý 2 năm 2025, Ban ANTT ghi nhận lỗ hổng có thông tin như sau:
	- Name: MongoDB Log Spoofing Vulnerability (SERVER-50605)
	- CVSS: CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N - 5.3
	- Related CVE: ['CVE-2021-20333']
	- Severity: Medium
	- Description: MongoDB is prone to a log spoofing vulnerability. Sending specially crafted commands to a MongoDB Server may result in artificial log entries being generated or for log entries to be split. 
Affected Software/OS: MongoDB version 3.6.x through 3.6.20, 4.0.x through 4.0.21 and 4.2.x through 4.2.10.
	- 
	- Affected OS detected: Linux Kernel
	- Affected services/hosts:
\t\t+ mongodb: 27017/tcp - 172.16.193.62 - sme-db-07.misaonline.local
\t\t+ mongodb: 27017/tcp - 172.16.193.34 - sme-db-03.misaonline.local
\t\t+ mongodb: 27017/tcp - 172.16.193.35 - sme-db-04.misaonline.local
	- Resolution: Update to version 3.6.21, 4.0.22, 4.2.11 or later.
Trân trọng!",Khối sản xuất,Lỗi phần mềm,Lỗi an ninh,Medium,,Trung bình,Bảo mật
MongoDB Log Spoofing Vulnerability (SERVER-50605),Vấn đề của khách hàng,Chờ xử lý,CRM,,Thấp,B06-0042,B-1001,,,TT PTPM,"Kính gửi Phòng QTHT,
Qua kết quả đánh giá an ninh TTDL Quý 2 năm 2025, Ban ANTT ghi nhận lỗ hổng có thông tin như sau:
	- Name: MongoDB Log Spoofing Vulnerability (SERVER-50605)
	- CVSS: CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N - 5.3
	- Related CVE: ['CVE-2021-20333']
	- Severity: Medium
	- Description: MongoDB is prone to a log spoofing vulnerability. Sending specially crafted commands to a MongoDB Server may result in artificial log entries being generated or for log entries to be split. 
Affected Software/OS: MongoDB version 3.6.x through 3.6.20, 4.0.x through 4.0.21 and 4.2.x through 4.2.10.
	- 
	- Affected OS detected: Linux Kernel
	- Affected services/hosts:
\t\t+ mongodb: 27017/tcp - 172.16.193.65 - crm2-db-05.misaonline.local
	- Resolution: Update to version 3.6.21, 4.0.22, 4.2.11 or later.
Trân trọng!",Khối sản xuất,Lỗi phần mềm,Lỗi an ninh,Medium,,Trung bình,Bảo mật
