confirmed,id,date,name,severity,service,target,desc,status,hostnames,comments,owner,os,resolution,refs,easeofresolution,web_vulnerability,data,website,path,status_code,request,response,method,params,pname,query,cve,cvss2_vector_string,cvss2_base_score,cvss3_vector_string,cvss3_base_score,cvss4_vector_string,cvss4_base_score,cwe,policyviolations,external_id,impact_confidentiality,impact_integrity,impact_availability,impact_accountability,update_date,host_id,host_description,mac,host_owned,host_creator_id,host_date,host_update_date,service_id,service_name,service_description,service_owned,port,protocol,summary,version,service_status,service_creator_id,service_date,service_update_date,service_parent_id
False,24229,2025-05-28T15:13:04.816578+00:00,Weak Key Exchange (KEX) Algorithm(s) Supported (SSH),med,status:open - protocol:tcp - name:ssh - summary:(22/tcp) ssh - version: - ports:22,172.16.193.95,"The remote SSH server is configured to allow / support weak key exchange (KEX) algorithm(s). - 1024-bit MODP group / prime KEX algorithms: Millions of HTTPS, SSH, and VPN servers all use the same prime numbers for Diffie-Hellman key exchange. Practitioners believed this was safe as long as new key exchange messages were generated for every connection. However, the first step in the number field sieve-the most efficient algorithm for breaking a Diffie-Hellman connection-is dependent only on this prime. A nation-state can break a 1024-bit prime.",open,[],[],faraday,Linux Kernel,"Disable the reported weak KEX algorithm(s) - 1024-bit MODP group / prime KEX algorithms: Alternatively use elliptic-curve Diffie-Hellmann in general, e.g. Curve 25519.","[{'name': 'cpe:/a:ietf:secure_shell_protocol', 'type': 'other'}, {'name': 'https://weakdh.org/sysadmin.html', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc9142', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc9142#name-summary-guidance-for-implem', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc6194', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc4253#section-6.5', 'type': 'other'}]",,False,"
id 953fc6a6-e68b-4adb-bbf2-f76548c35261

Impact: An attacker can quickly break individual connections.",,,,,,,,,,[],,,CVSS:3.1/AV:A/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N,5.3,,,[],[],OPENVAS-1.3.6.1.4.1.25623.1.0.150713,False,False,False,False,2025-05-28T15:13:04.816583+00:00,4959,,,False,1,2025-05-28 15:13:04.746430,2025-05-28 15:13:27.463225,6619,ssh,,False,22,tcp,(22/tcp) ssh,,open,1,2025-05-28 15:13:04.781587,2025-05-28 15:13:04.781593,4959
False,24493,2025-05-28T15:13:06.425478+00:00,Weak Key Exchange (KEX) Algorithm(s) Supported (SSH),med,status:open - protocol:tcp - name:ssh - summary:(22/tcp) ssh - version: - ports:22,172.16.193.89,"The remote SSH server is configured to allow / support weak key exchange (KEX) algorithm(s). - 1024-bit MODP group / prime KEX algorithms: Millions of HTTPS, SSH, and VPN servers all use the same prime numbers for Diffie-Hellman key exchange. Practitioners believed this was safe as long as new key exchange messages were generated for every connection. However, the first step in the number field sieve-the most efficient algorithm for breaking a Diffie-Hellman connection-is dependent only on this prime. A nation-state can break a 1024-bit prime.",open,['inv-db-24.misaonline.local'],[],faraday,Linux Kernel,"Disable the reported weak KEX algorithm(s) - 1024-bit MODP group / prime KEX algorithms: Alternatively use elliptic-curve Diffie-Hellmann in general, e.g. Curve 25519.","[{'name': 'cpe:/a:ietf:secure_shell_protocol', 'type': 'other'}, {'name': 'https://weakdh.org/sysadmin.html', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc9142', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc9142#name-summary-guidance-for-implem', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc6194', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc4253#section-6.5', 'type': 'other'}]",,False,"
id 5b275302-5cb0-433b-8738-ddf87b6c9968

Impact: An attacker can quickly break individual connections.",,,,,,,,,,[],,,CVSS:3.1/AV:A/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N,5.3,,,[],[],OPENVAS-1.3.6.1.4.1.25623.1.0.150713,False,False,False,False,2025-05-28T15:13:06.425483+00:00,5011,,,False,1,2025-05-28 15:13:06.365988,2025-05-28 15:13:27.676900,6677,ssh,,False,22,tcp,(22/tcp) ssh,,open,1,2025-05-28 15:13:06.398772,2025-05-28 15:13:06.398778,5011
False,26304,2025-05-28T15:13:18.900424+00:00,Weak Key Exchange (KEX) Algorithm(s) Supported (SSH),med,status:open - protocol:tcp - name:ssh - summary:(22/tcp) ssh - version: - ports:22,10.64.192.48,"The remote SSH server is configured to allow / support weak key exchange (KEX) algorithm(s). - 1024-bit MODP group / prime KEX algorithms: Millions of HTTPS, SSH, and VPN servers all use the same prime numbers for Diffie-Hellman key exchange. Practitioners believed this was safe as long as new key exchange messages were generated for every connection. However, the first step in the number field sieve-the most efficient algorithm for breaking a Diffie-Hellman connection-is dependent only on this prime. A nation-state can break a 1024-bit prime.",open,['pv-mms-my00032b.misaonline.local'],[],faraday,Linux Kernel,"Disable the reported weak KEX algorithm(s) - 1024-bit MODP group / prime KEX algorithms: Alternatively use elliptic-curve Diffie-Hellmann in general, e.g. Curve 25519.","[{'name': 'cpe:/a:ietf:secure_shell_protocol', 'type': 'other'}, {'name': 'https://weakdh.org/sysadmin.html', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc9142', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc9142#name-summary-guidance-for-implem', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc6194', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc4253#section-6.5', 'type': 'other'}]",,False,"
id edb913e5-80f8-4967-af11-9b2ce830b5a7

Impact: An attacker can quickly break individual connections.",,,,,,,,,,[],,,CVSS:3.1/AV:A/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N,5.3,,,[],[],OPENVAS-1.3.6.1.4.1.25623.1.0.150713,False,False,False,False,2025-05-28T15:13:18.900433+00:00,5383,,,False,1,2025-05-28 15:13:18.831436,2025-05-28 15:13:30.077755,7098,ssh,,False,22,tcp,(22/tcp) ssh,,open,1,2025-05-28 15:13:18.860761,2025-05-28 15:13:18.860766,5383
False,26237,2025-05-28T15:13:18.404239+00:00,Weak Key Exchange (KEX) Algorithm(s) Supported (SSH),med,status:open - protocol:tcp - name:ssh - summary:(22/tcp) ssh - version: - ports:22,172.16.194.184,"The remote SSH server is configured to allow / support weak key exchange (KEX) algorithm(s). - 1024-bit MODP group / prime KEX algorithms: Millions of HTTPS, SSH, and VPN servers all use the same prime numbers for Diffie-Hellman key exchange. Practitioners believed this was safe as long as new key exchange messages were generated for every connection. However, the first step in the number field sieve-the most efficient algorithm for breaking a Diffie-Hellman connection-is dependent only on this prime. A nation-state can break a 1024-bit prime.",open,['hl-mms-my00006a.misaonline.local'],[],faraday,Linux Kernel,"Disable the reported weak KEX algorithm(s) - 1024-bit MODP group / prime KEX algorithms: Alternatively use elliptic-curve Diffie-Hellmann in general, e.g. Curve 25519.","[{'name': 'cpe:/a:ietf:secure_shell_protocol', 'type': 'other'}, {'name': 'https://weakdh.org/sysadmin.html', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc9142', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc9142#name-summary-guidance-for-implem', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc6194', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc4253#section-6.5', 'type': 'other'}]",,False,"
id 7081dd94-d054-4f9e-8323-26bfd04d3101

Impact: An attacker can quickly break individual connections.",,,,,,,,,,[],,,CVSS:3.1/AV:A/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N,5.3,,,[],[],OPENVAS-1.3.6.1.4.1.25623.1.0.150713,False,False,False,False,2025-05-28T15:13:18.404245+00:00,5366,,,False,1,2025-05-28 15:13:18.331263,2025-05-28 15:13:30.112309,7081,ssh,,False,22,tcp,(22/tcp) ssh,,open,1,2025-05-28 15:13:18.372253,2025-05-28 15:13:18.372270,5366
False,24333,2025-05-28T15:13:05.482932+00:00,Weak Key Exchange (KEX) Algorithm(s) Supported (SSH),med,status:open - protocol:tcp - name:ssh - summary:(22/tcp) ssh - version: - ports:22,172.16.193.52,"The remote SSH server is configured to allow / support weak key exchange (KEX) algorithm(s). - 1024-bit MODP group / prime KEX algorithms: Millions of HTTPS, SSH, and VPN servers all use the same prime numbers for Diffie-Hellman key exchange. Practitioners believed this was safe as long as new key exchange messages were generated for every connection. However, the first step in the number field sieve-the most efficient algorithm for breaking a Diffie-Hellman connection-is dependent only on this prime. A nation-state can break a 1024-bit prime.",open,['inv-db-05.misaonline.local'],[],faraday,Linux Kernel,"Disable the reported weak KEX algorithm(s) - 1024-bit MODP group / prime KEX algorithms: Alternatively use elliptic-curve Diffie-Hellmann in general, e.g. Curve 25519.","[{'name': 'cpe:/a:ietf:secure_shell_protocol', 'type': 'other'}, {'name': 'https://weakdh.org/sysadmin.html', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc9142', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc9142#name-summary-guidance-for-implem', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc6194', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc4253#section-6.5', 'type': 'other'}]",,False,"
id 67e2bc5c-10e0-4512-96e6-4ae9b1e78cd4

Impact: An attacker can quickly break individual connections.",,,,,,,,,,[],,,CVSS:3.1/AV:A/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N,5.3,,,[],[],OPENVAS-1.3.6.1.4.1.25623.1.0.150713,False,False,False,False,2025-05-28T15:13:05.482939+00:00,4978,,,False,1,2025-05-28 15:13:05.354778,2025-05-28 15:13:27.540495,6642,ssh,,False,22,tcp,(22/tcp) ssh,,open,1,2025-05-28 15:13:05.454266,2025-05-28 15:13:05.454277,4978
False,26739,2025-05-28T15:13:21.743842+00:00,Weak Key Exchange (KEX) Algorithm(s) Supported (SSH),med,status:open - protocol:tcp - name:ssh - summary:(22/tcp) ssh - version: - ports:22,172.16.194.221,"The remote SSH server is configured to allow / support weak key exchange (KEX) algorithm(s). - 1024-bit MODP group / prime KEX algorithms: Millions of HTTPS, SSH, and VPN servers all use the same prime numbers for Diffie-Hellman key exchange. Practitioners believed this was safe as long as new key exchange messages were generated for every connection. However, the first step in the number field sieve-the most efficient algorithm for breaking a Diffie-Hellman connection-is dependent only on this prime. A nation-state can break a 1024-bit prime.",open,['hl-mms-my00015a.misaonline.local'],[],faraday,Linux Kernel,"Disable the reported weak KEX algorithm(s) - 1024-bit MODP group / prime KEX algorithms: Alternatively use elliptic-curve Diffie-Hellmann in general, e.g. Curve 25519.","[{'name': 'cpe:/a:ietf:secure_shell_protocol', 'type': 'other'}, {'name': 'https://weakdh.org/sysadmin.html', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc9142', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc9142#name-summary-guidance-for-implem', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc6194', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc4253#section-6.5', 'type': 'other'}]",,False,"
id 095b395b-ee74-41b6-9120-68cbb8b0c549

Impact: An attacker can quickly break individual connections.",,,,,,,,,,[],,,CVSS:3.1/AV:A/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N,5.3,,,[],[],OPENVAS-1.3.6.1.4.1.25623.1.0.150713,False,False,False,False,2025-05-28T15:13:21.743847+00:00,5475,,,False,1,2025-05-28 15:13:21.685840,2025-05-28 15:13:30.520884,7194,ssh,,False,22,tcp,(22/tcp) ssh,,open,1,2025-05-28 15:13:21.719759,2025-05-28 15:13:21.719766,5475
False,26816,2025-05-28T15:13:22.384706+00:00,Weak Key Exchange (KEX) Algorithm(s) Supported (SSH),med,status:open - protocol:tcp - name:ssh - summary:(22/tcp) ssh - version: - ports:22,172.16.194.103,"The remote SSH server is configured to allow / support weak key exchange (KEX) algorithm(s). - 1024-bit MODP group / prime KEX algorithms: Millions of HTTPS, SSH, and VPN servers all use the same prime numbers for Diffie-Hellman key exchange. Practitioners believed this was safe as long as new key exchange messages were generated for every connection. However, the first step in the number field sieve-the most efficient algorithm for breaking a Diffie-Hellman connection-is dependent only on this prime. A nation-state can break a 1024-bit prime.",open,['qtc-my00002v.misaonline.local'],[],faraday,Linux Kernel,"Disable the reported weak KEX algorithm(s) - 1024-bit MODP group / prime KEX algorithms: Alternatively use elliptic-curve Diffie-Hellmann in general, e.g. Curve 25519.","[{'name': 'cpe:/a:ietf:secure_shell_protocol', 'type': 'other'}, {'name': 'https://weakdh.org/sysadmin.html', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc9142', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc9142#name-summary-guidance-for-implem', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc6194', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc4253#section-6.5', 'type': 'other'}]",,False,"
id 0994694d-d219-45aa-aa5b-a956cee7121d

Impact: An attacker can quickly break individual connections.",,,,,,,,,,[],,,CVSS:3.1/AV:A/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N,5.3,,,[],[],OPENVAS-1.3.6.1.4.1.25623.1.0.150713,False,False,False,False,2025-05-28T15:13:22.384712+00:00,5497,,,False,1,2025-05-28 15:13:22.315023,2025-05-28 15:13:30.590845,7217,ssh,,False,22,tcp,(22/tcp) ssh,,open,1,2025-05-28 15:13:22.352412,2025-05-28 15:13:22.352419,5497
False,25200,2025-05-28T15:13:11.642419+00:00,Weak Key Exchange (KEX) Algorithm(s) Supported (SSH),med,status:open - protocol:tcp - name:ssh - summary:(22/tcp) ssh - version: - ports:22,10.64.136.127,"The remote SSH server is configured to allow / support weak key exchange (KEX) algorithm(s). - 1024-bit MODP group / prime KEX algorithms: Millions of HTTPS, SSH, and VPN servers all use the same prime numbers for Diffie-Hellman key exchange. Practitioners believed this was safe as long as new key exchange messages were generated for every connection. However, the first step in the number field sieve-the most efficient algorithm for breaking a Diffie-Hellman connection-is dependent only on this prime. A nation-state can break a 1024-bit prime.",open,['pv-crm-my00042b.misaonline.local'],[],faraday,Linux Kernel,"Disable the reported weak KEX algorithm(s) - 1024-bit MODP group / prime KEX algorithms: Alternatively use elliptic-curve Diffie-Hellmann in general, e.g. Curve 25519.","[{'name': 'cpe:/a:ietf:secure_shell_protocol', 'type': 'other'}, {'name': 'https://weakdh.org/sysadmin.html', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc9142', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc9142#name-summary-guidance-for-implem', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc6194', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc4253#section-6.5', 'type': 'other'}]",,False,"
id 02070835-723b-4468-b7fd-4112ad411464

Impact: An attacker can quickly break individual connections.",,,,,,,,,,[],,,CVSS:3.1/AV:A/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N,5.3,,,[],[],OPENVAS-1.3.6.1.4.1.25623.1.0.150713,False,False,False,False,2025-05-28T15:13:11.642426+00:00,5152,,,False,1,2025-05-28 15:13:11.584590,2025-05-28 15:13:28.800018,6852,ssh,,False,22,tcp,(22/tcp) ssh,,open,1,2025-05-28 15:13:11.617378,2025-05-28 15:13:11.617386,5152
False,24922,2025-05-28T15:13:09.677101+00:00,Weak Key Exchange (KEX) Algorithm(s) Supported (SSH),med,status:open - protocol:tcp - name:ssh - summary:(22/tcp) ssh - version: - ports:22,10.64.192.118,"The remote SSH server is configured to allow / support weak key exchange (KEX) algorithm(s). - 1024-bit MODP group / prime KEX algorithms: Millions of HTTPS, SSH, and VPN servers all use the same prime numbers for Diffie-Hellman key exchange. Practitioners believed this was safe as long as new key exchange messages were generated for every connection. However, the first step in the number field sieve-the most efficient algorithm for breaking a Diffie-Hellman connection-is dependent only on this prime. A nation-state can break a 1024-bit prime.",open,['mms-my00055v.misaonline.local'],[],faraday,Linux Kernel,"Disable the reported weak KEX algorithm(s) - 1024-bit MODP group / prime KEX algorithms: Alternatively use elliptic-curve Diffie-Hellmann in general, e.g. Curve 25519.","[{'name': 'cpe:/a:ietf:secure_shell_protocol', 'type': 'other'}, {'name': 'https://weakdh.org/sysadmin.html', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc9142', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc9142#name-summary-guidance-for-implem', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc6194', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc4253#section-6.5', 'type': 'other'}]",,False,"
id e4b1580b-e0f0-4f41-9b99-1d36f4fbc25f

Impact: An attacker can quickly break individual connections.",,,,,,,,,,[],,,CVSS:3.1/AV:A/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N,5.3,,,[],[],OPENVAS-1.3.6.1.4.1.25623.1.0.150713,False,False,False,False,2025-05-28T15:13:09.677107+00:00,5097,,,False,1,2025-05-28 15:13:09.608282,2025-05-28 15:13:28.587891,6782,ssh,,False,22,tcp,(22/tcp) ssh,,open,1,2025-05-28 15:13:09.645121,2025-05-28 15:13:09.645128,5097
False,27050,2025-05-28T15:13:24.665980+00:00,Weak Key Exchange (KEX) Algorithm(s) Supported (SSH),med,status:open - protocol:tcp - name:ssh - summary:(22/tcp) ssh - version: - ports:22,172.16.194.173,"The remote SSH server is configured to allow / support weak key exchange (KEX) algorithm(s). - 1024-bit MODP group / prime KEX algorithms: Millions of HTTPS, SSH, and VPN servers all use the same prime numbers for Diffie-Hellman key exchange. Practitioners believed this was safe as long as new key exchange messages were generated for every connection. However, the first step in the number field sieve-the most efficient algorithm for breaking a Diffie-Hellman connection-is dependent only on this prime. A nation-state can break a 1024-bit prime.",open,['hl-mms-my00005a.misaonline.local'],[],faraday,Linux Kernel,"Disable the reported weak KEX algorithm(s) - 1024-bit MODP group / prime KEX algorithms: Alternatively use elliptic-curve Diffie-Hellmann in general, e.g. Curve 25519.","[{'name': 'cpe:/a:ietf:secure_shell_protocol', 'type': 'other'}, {'name': 'https://weakdh.org/sysadmin.html', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc9142', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc9142#name-summary-guidance-for-implem', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc6194', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc4253#section-6.5', 'type': 'other'}]",,False,"
id 2cd4ffce-8fa1-48fb-9fba-a091fdf5bf90

Impact: An attacker can quickly break individual connections.",,,,,,,,,,[],,,CVSS:3.1/AV:A/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N,5.3,,,[],[],OPENVAS-1.3.6.1.4.1.25623.1.0.150713,False,False,False,False,2025-05-28T15:13:24.665985+00:00,5568,,,False,1,2025-05-28 15:13:24.605789,2025-05-28 15:13:30.825011,7293,ssh,,False,22,tcp,(22/tcp) ssh,,open,1,2025-05-28 15:13:24.637640,2025-05-28 15:13:24.637646,5568
False,25043,2025-05-28T15:13:10.562797+00:00,Weak Key Exchange (KEX) Algorithm(s) Supported (SSH),med,status:open - protocol:tcp - name:ssh - summary:(22/tcp) ssh - version: - ports:22,10.64.192.68,"The remote SSH server is configured to allow / support weak key exchange (KEX) algorithm(s). - 1024-bit MODP group / prime KEX algorithms: Millions of HTTPS, SSH, and VPN servers all use the same prime numbers for Diffie-Hellman key exchange. Practitioners believed this was safe as long as new key exchange messages were generated for every connection. However, the first step in the number field sieve-the most efficient algorithm for breaking a Diffie-Hellman connection-is dependent only on this prime. A nation-state can break a 1024-bit prime.",open,['hl-mms-my00039a.misaonline.local'],[],faraday,Linux Kernel,"Disable the reported weak KEX algorithm(s) - 1024-bit MODP group / prime KEX algorithms: Alternatively use elliptic-curve Diffie-Hellmann in general, e.g. Curve 25519.","[{'name': 'cpe:/a:ietf:secure_shell_protocol', 'type': 'other'}, {'name': 'https://weakdh.org/sysadmin.html', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc9142', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc9142#name-summary-guidance-for-implem', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc6194', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc4253#section-6.5', 'type': 'other'}]",,False,"
id 39bc961c-650a-4ba2-8d60-7000f46bfb2d

Impact: An attacker can quickly break individual connections.",,,,,,,,,,[],,,CVSS:3.1/AV:A/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N,5.3,,,[],[],OPENVAS-1.3.6.1.4.1.25623.1.0.150713,False,False,False,False,2025-05-28T15:13:10.562805+00:00,5120,,,False,1,2025-05-28 15:13:10.490908,2025-05-28 15:13:28.693507,6813,ssh,,False,22,tcp,(22/tcp) ssh,,open,1,2025-05-28 15:13:10.534090,2025-05-28 15:13:10.534096,5120
False,25558,2025-05-28T15:13:13.922795+00:00,Weak Key Exchange (KEX) Algorithm(s) Supported (SSH),med,status:open - protocol:tcp - name:ssh - summary:(22/tcp) ssh - version: - ports:22,10.64.136.111,"The remote SSH server is configured to allow / support weak key exchange (KEX) algorithm(s). - 1024-bit MODP group / prime KEX algorithms: Millions of HTTPS, SSH, and VPN servers all use the same prime numbers for Diffie-Hellman key exchange. Practitioners believed this was safe as long as new key exchange messages were generated for every connection. However, the first step in the number field sieve-the most efficient algorithm for breaking a Diffie-Hellman connection-is dependent only on this prime. A nation-state can break a 1024-bit prime.",open,['hl-crm-my00037a.misaonline.local'],[],faraday,Linux Kernel,"Disable the reported weak KEX algorithm(s) - 1024-bit MODP group / prime KEX algorithms: Alternatively use elliptic-curve Diffie-Hellmann in general, e.g. Curve 25519.","[{'name': 'cpe:/a:ietf:secure_shell_protocol', 'type': 'other'}, {'name': 'https://weakdh.org/sysadmin.html', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc9142', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc9142#name-summary-guidance-for-implem', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc6194', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc4253#section-6.5', 'type': 'other'}]",,False,"
id 4647660b-a7d8-44f6-b8b9-53fa07cd4154

Impact: An attacker can quickly break individual connections.",,,,,,,,,,[],,,CVSS:3.1/AV:A/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N,5.3,,,[],[],OPENVAS-1.3.6.1.4.1.25623.1.0.150713,False,False,False,False,2025-05-28T15:13:13.922800+00:00,5226,,,False,1,2025-05-28 15:13:13.852032,2025-05-28 15:13:29.299718,6934,ssh,,False,22,tcp,(22/tcp) ssh,,open,1,2025-05-28 15:13:13.890173,2025-05-28 15:13:13.890179,5226
False,25984,2025-05-28T15:13:16.710103+00:00,Weak Key Exchange (KEX) Algorithm(s) Supported (SSH),med,status:open - protocol:tcp - name:ssh - summary:(22/tcp) ssh - version: - ports:22,10.64.192.14,"The remote SSH server is configured to allow / support weak key exchange (KEX) algorithm(s). - 1024-bit MODP group / prime KEX algorithms: Millions of HTTPS, SSH, and VPN servers all use the same prime numbers for Diffie-Hellman key exchange. Practitioners believed this was safe as long as new key exchange messages were generated for every connection. However, the first step in the number field sieve-the most efficient algorithm for breaking a Diffie-Hellman connection-is dependent only on this prime. A nation-state can break a 1024-bit prime.",open,['hl-mms-my00021a.misaonline.local'],[],faraday,Linux Kernel,"Disable the reported weak KEX algorithm(s) - 1024-bit MODP group / prime KEX algorithms: Alternatively use elliptic-curve Diffie-Hellmann in general, e.g. Curve 25519.","[{'name': 'cpe:/a:ietf:secure_shell_protocol', 'type': 'other'}, {'name': 'https://weakdh.org/sysadmin.html', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc9142', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc9142#name-summary-guidance-for-implem', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc6194', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc4253#section-6.5', 'type': 'other'}]",,False,"
id f29d25fb-0afa-411b-822d-bcc4e5fefd7f

Impact: An attacker can quickly break individual connections.",,,,,,,,,,[],,,CVSS:3.1/AV:A/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N,5.3,,,[],[],OPENVAS-1.3.6.1.4.1.25623.1.0.150713,False,False,False,False,2025-05-28T15:13:16.710109+00:00,5312,,,False,1,2025-05-28 15:13:16.648619,2025-05-28 15:13:29.765542,7022,ssh,,False,22,tcp,(22/tcp) ssh,,open,1,2025-05-28 15:13:16.682054,2025-05-28 15:13:16.682059,5312
False,24314,2025-05-28T15:13:05.346521+00:00,Weak Key Exchange (KEX) Algorithm(s) Supported (SSH),med,status:open - protocol:tcp - name:ssh - summary:(22/tcp) ssh - version: - ports:22,172.16.193.126,"The remote SSH server is configured to allow / support weak key exchange (KEX) algorithm(s). - 1024-bit MODP group / prime KEX algorithms: Millions of HTTPS, SSH, and VPN servers all use the same prime numbers for Diffie-Hellman key exchange. Practitioners believed this was safe as long as new key exchange messages were generated for every connection. However, the first step in the number field sieve-the most efficient algorithm for breaking a Diffie-Hellman connection-is dependent only on this prime. A nation-state can break a 1024-bit prime.",open,['inv-mg-a03-03.misaonline.local'],[],faraday,Linux Kernel,"Disable the reported weak KEX algorithm(s) - 1024-bit MODP group / prime KEX algorithms: Alternatively use elliptic-curve Diffie-Hellmann in general, e.g. Curve 25519.","[{'name': 'cpe:/a:ietf:secure_shell_protocol', 'type': 'other'}, {'name': 'https://weakdh.org/sysadmin.html', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc9142', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc9142#name-summary-guidance-for-implem', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc6194', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc4253#section-6.5', 'type': 'other'}]",,False,"
id 1a4ebd14-1b51-4e6a-b6d0-dd97c966a29a

Impact: An attacker can quickly break individual connections.",,,,,,,,,,[],,,CVSS:3.1/AV:A/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N,5.3,,,[],[],OPENVAS-1.3.6.1.4.1.25623.1.0.150713,False,False,False,False,2025-05-28T15:13:05.346526+00:00,4975,,,False,1,2025-05-28 15:13:05.287486,2025-05-28 15:13:27.526846,6639,ssh,,False,22,tcp,(22/tcp) ssh,,open,1,2025-05-28 15:13:05.320299,2025-05-28 15:13:05.320305,4975
